,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,nperps,nperpcap,claimed,claimmode_txt,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propvalue,INT_IDEO,INT_MISC,president_party,state_governor_party,date
115,District of Columbia,Washington,38.908642,-77.015381,0,0,Bombing/Explosion,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Nan,3-21-1970
116,New York,New York City,40.697132,-73.931351,0,1,Facility/Infrastructure Attack,Business,United States,Puerto Rican Resistance Movement,-99.0,-99.0,1.0,Letter,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,3-21-1970
117,New York,New York City,40.697132,-73.931351,0,1,Facility/Infrastructure Attack,Business,United States,Puerto Rican Resistance Movement,-99.0,-99.0,1.0,Letter,Incendiary,0,0.0,0.0,1.0,1.0,0.0,,0,0,Republican,Republican,3-21-1970
118,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Black Panthers,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,3-22-1970
119,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Business,United States,Black Panthers,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,3-22-1970
120,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Black Panthers,1.0,0.0,0.0,,Explosives,0,0.0,0.0,17.0,17.0,0.0,,0,0,Republican,Republican,3-22-1970
121,Florida,Orlando,28.538234999999997,-81.37738900000001,0,1,Bombing/Explosion,Private Citizens & Property,United States,Strikers,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",3-23-1970
122,New York,New York City,40.697132,-73.931351,1,1,Bombing/Explosion,Business,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,3-24-1970
123,Ohio,Cleveland,41.479561,-81.675461,0,1,Bombing/Explosion,Private Citizens & Property,United States,White extremists,-99.0,0.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,3-24-1970
124,California,Richmond,37.93781,-122.34270900000001,0,1,Bombing/Explosion,Police,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",3-24-1970
125,California,San Francisco,37.755363,-122.443352,0,1,Bombing/Explosion,Police,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,5000,-9,0,Republican,"Democrat, Republican",3-27-1970
126,Illinois,Biggsville,40.85122,-90.864369,0,1,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,105000,-9,0,Republican,Republican,3-30-1970
127,Georgia,Fort Benning,32.3575,-84.95623,0,1,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,3-30-1970
128,District of Columbia,Washington,38.908642,-77.015381,0,0,Bombing/Explosion,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Nan,3-31-1970
129,Washington,Seattle,47.610786,-122.33130600000001,0,1,Bombing/Explosion,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,3-31-1970
130,Michigan,East Lansing,42.7375,-84.483779,0,1,Bombing/Explosion,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,500,-9,0,Republican,Republican,4-1-1970
131,New York,Ithaca,42.455233,-76.475847,0,1,Facility/Infrastructure Attack,Educational Institution,United States,White extremists,-99.0,0.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,100000,-9,-9,Republican,Republican,4-1-1970
132,Texas,Houston,29.813822,-95.36529499999999,0,1,Facility/Infrastructure Attack,Military,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-1-1970
133,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-2-1970
134,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Business,Puerto Rico,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-4-1970
135,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Private Citizens & Property,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-4-1970
136,Washington,Pullman,46.731958,-117.162603,1,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,0.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,700000,-9,0,Republican,Republican,4-4-1970
137,California,Trona,35.76625,-117.370674,0,1,Bombing/Explosion,Utilities,United States,Strikers,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-5-1970
138,California,Trona,35.76625,-117.370674,0,1,Facility/Infrastructure Attack,Business,United States,Strikers,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-5-1970
139,New York,New York City,40.697132,-73.931351,1,0,Bombing/Explosion,NGO,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-5-1970
140,Texas,Houston,29.813822,-95.36529499999999,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,50000,-9,0,Republican,Democrat,4-5-1970
141,Kansas,Lawrence,38.973065000000005,-95.23653399999999,1,1,Bombing/Explosion,Business,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-8-1970
142,Kansas,Baxter Springs,37.023676,-94.735504,0,1,Bombing/Explosion,Private Citizens & Property,United States,Strikers,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-8-1970
143,California,Los Angeles,34.097865999999996,-118.407379,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Incendiary,0,0.0,0.0,0.0,0.0,0.0,100000,0,0,Republican,"Democrat, Republican",4-8-1970
144,Illinois,East St. Louis,38.624421000000005,-90.150603,1,1,Bombing/Explosion,Business,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,30000,-9,0,Republican,Republican,4-9-1970
145,California,San Diego,32.715695000000004,-117.16171899999999,0,1,Bombing/Explosion,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-11-1970
146,New York,Ithaca,42.455233,-76.475847,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,2.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-11-1970
147,Texas,Freeport,28.949564000000002,-95.344371,1,1,Facility/Infrastructure Attack,Business,United States,Unknown,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,5.0,5.0,0.0,250000,-9,0,Republican,Democrat,4-11-1970
148,California,Berkeley,37.874043,-122.280022,0,1,Bombing/Explosion,Utilities,United States,New World Liberation Front (NWLF),,,,,Explosives,0,,,0.0,,,25000,0,0,Republican,"Democrat, Republican",4-13-1970
149,Missouri,Kansas City,39.176086,-94.574127,1,1,Bombing/Explosion,Educational Institution,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-13-1970
150,Missouri,Kansas City,39.176086,-94.574127,1,1,Bombing/Explosion,Religious Figures/Institutions,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-13-1970
151,Missouri,Kansas City,39.176086,-94.574127,1,1,Bombing/Explosion,Police,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-13-1970
152,California,Trona,35.76625,-117.370674,0,1,Bombing/Explosion,Business,United States,Strikers,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-14-1970
153,California,Long Beach,33.783823999999996,-118.11408999999999,0,0,Bombing/Explosion,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-14-1970
154,California,Los Angeles,34.097865999999996,-118.407379,1,0,Bombing/Explosion,Business,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-14-1970
155,California,Los Angeles,34.097865999999996,-118.407379,0,1,Facility/Infrastructure Attack,Private Citizens & Property,United States,Cuban Exiles,4.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,1,0,Republican,"Democrat, Republican",4-15-1970
156,California,Los Angeles,34.097865999999996,-118.407379,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Incendiary,0,0.0,0.0,0.0,0.0,0.0,75000,0,0,Republican,"Democrat, Republican",4-15-1970
157,California,Los Angeles,34.097865999999996,-118.407379,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Incendiary,0,0.0,0.0,0.0,0.0,0.0,20000,0,0,Republican,"Democrat, Republican",4-15-1970
158,Missouri,Kansas City,39.176086,-94.574127,1,1,Bombing/Explosion,Business,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-16-1970
159,Missouri,Kansas City,39.176086,-94.574127,1,1,Bombing/Explosion,Private Citizens & Property,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-16-1970
160,Missouri,Kansas City,39.176086,-94.574127,1,1,Bombing/Explosion,Private Citizens & Property,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-16-1970
161,California,Trona,35.76625,-117.370674,0,1,Bombing/Explosion,Business,United States,Strikers,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-16-1970
162,California,Oakland,37.791927,-122.22590600000001,0,1,Armed Assault,Police,United States,Black Panthers,-99.0,2.0,0.0,,Firearms,0,0.0,0.0,2.0,2.0,0.0,,0,0,Republican,"Democrat, Republican",4-17-1970
163,Washington,Seattle,47.610786,-122.33130600000001,0,1,Bombing/Explosion,Religious Figures/Institutions,United States,White extremists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,2000,-9,0,Republican,Republican,4-19-1970
164,Washington,Seattle,47.610786,-122.33130600000001,0,1,Bombing/Explosion,Business,United States,White extremists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,4000,-9,0,Republican,Republican,4-19-1970
165,Washington,Seattle,47.610786,-122.33130600000001,0,1,Bombing/Explosion,Business,United States,White extremists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,2000,-9,0,Republican,Republican,4-19-1970
166,Washington,Seattle,47.610786,-122.33130600000001,0,1,Bombing/Explosion,Government (General),United States,White extremists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,1000,-9,0,Republican,Republican,4-19-1970
167,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Police,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,3.0,3.0,0.0,,-9,0,Republican,Republican,4-19-1970
168,Kansas,Lawrence,38.954344,-95.25579599999999,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,0.0,0.0,,Incendiary,0,0.0,0.0,3.0,3.0,0.0,3000000,-9,0,Republican,Democrat,4-20-1970
169,California,Los Angeles,34.097865999999996,-118.407379,0,1,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,3.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,30000,-9,-9,Republican,"Democrat, Republican",4-21-1970
170,California,Trona,35.76625,-117.370674,0,1,Bombing/Explosion,Business,United States,Strikers,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-22-1970
171,California,Berkeley,37.874043,-122.280022,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-22-1970
172,California,Berkeley,37.874043,-122.280022,0,0,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-22-1970
173,Wisconsin,Milwaukee,43.064388,-87.966202,0,1,Facility/Infrastructure Attack,Government (General),United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-22-1970
174,Illinois,Champaign,40.102408000000004,-88.227159,0,0,Facility/Infrastructure Attack,Police,United States,Student Radicals,2.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-22-1970
175,California,Redlands,34.062684999999995,-117.16318100000001,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,40000,-9,0,Republican,"Democrat, Republican",4-22-1970
176,Puerto Rico,Aguada,18.379626000000002,-67.18842099999999,0,0,Bombing/Explosion,Military,United States,Armed Commandos of Liberation,-99.0,-99.0,1.0,Letter,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,New Progressive Party,4-23-1970
177,Puerto Rico,Aguada,18.379626000000002,-67.18842099999999,0,0,Bombing/Explosion,Telecommunication,United States,Armed Commandos of Liberation,-99.0,-99.0,1.0,Letter,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,New Progressive Party,4-23-1970
178,Puerto Rico,Aguada,18.379626000000002,-67.18842099999999,0,0,Bombing/Explosion,Telecommunication,United States,Armed Commandos of Liberation,-99.0,-99.0,1.0,Letter,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,New Progressive Party,4-23-1970
179,Puerto Rico,Aguada,18.379626000000002,-67.18842099999999,0,0,Bombing/Explosion,Police,Puerto Rico,Armed Commandos of Liberation,-99.0,-99.0,1.0,Letter,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,New Progressive Party,4-23-1970
180,California,Palo Alto,37.424305,-122.14391299999998,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,100000,-9,0,Republican,"Democrat, Republican",4-24-1970
181,Maryland,Baltimore,39.308341999999996,-76.616104,0,1,Armed Assault,Police,United States,Black Panthers,3.0,3.0,0.0,,Firearms,1,1.0,0.0,1.0,1.0,0.0,,0,0,Republican,Democrat,4-24-1970
182,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-24-1970
183,New York,New York City,40.697132,-73.931351,0,0,Assassination,Government (Diplomatic),China,The World United Formosans for Independence (WUFI),2.0,2.0,1.0,Personal claim,Firearms,0,0.0,0.0,0.0,0.0,0.0,,1,1,Republican,Republican,4-24-1970
184,Pennsylvania,Philadelphia,40.008171000000004,-75.13549,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Left-Wing Militants,1.0,1.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-25-1970
185,Michigan,East Lansing,42.7375,-84.483779,0,1,Bombing/Explosion,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,333,-9,0,Republican,Republican,4-25-1970
186,Michigan,East Lansing,42.7375,-84.483779,0,1,Bombing/Explosion,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,333,-9,0,Republican,Republican,4-25-1970
187,Michigan,East Lansing,42.7375,-84.483779,0,1,Bombing/Explosion,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,333,-9,0,Republican,Republican,4-25-1970
188,Louisiana,Baton Rouge,30.443334999999998,-91.186994,0,1,Bombing/Explosion,Government (General),United States,Black Nationalists,,,,,Explosives,0,,,0.0,,,100000,-9,0,Republican,Democrat,4-26-1970
189,Louisiana,Baton Rouge,30.443334999999998,-91.186994,0,1,Bombing/Explosion,Food or Water Supply,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-26-1970
190,Minnesota,Robbinsdale,45.031807,-93.336547,0,1,Bombing/Explosion,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-26-1970
191,Iowa,Iowa City,41.657825,-91.526534,1,1,Bombing/Explosion,Business,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,2.0,2.0,0.0,20000,-9,0,Republican,Republican,4-27-1970
192,Connecticut,New Haven,41.312065000000004,-72.928288,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,2500,-9,0,Republican,Democrat,4-27-1970
193,Illinois,Evanston,42.056459000000004,-87.675267,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,15000,-9,0,Republican,Republican,4-27-1970
194,California,Fullerton,33.882923,-117.92910400000001,0,0,Bombing/Explosion,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-27-1970
195,Iowa,Ames,42.025345,-93.620199,0,0,Facility/Infrastructure Attack,Private Citizens & Property,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-27-1970
196,Missouri,St. Charles,38.788097,-90.497479,0,1,Bombing/Explosion,Private Citizens & Property,United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-27-1970
197,New York,New York City,40.697132,-73.931351,0,0,Bombing/Explosion,Police,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-29-1970
198,Louisiana,Baton Rouge,30.443334999999998,-91.186994,0,0,Bombing/Explosion,Business,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,4-30-1970
199,Massachusetts,Boston,42.290156,-71.04897,1,1,Facility/Infrastructure Attack,Religious Figures/Institutions,United States,Black Nationalists,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,5-0-1970
200,Puerto Rico,Rio Piedras,18.386932,-66.061127,1,1,Bombing/Explosion,Business,United States,Puerto Rican Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,1.0,1.0,0.0,,0,0,Republican,New Progressive Party,5-0-1970
201,New York,New York City,40.697132,-73.931351,0,1,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,4.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,5-1-1970
202,Indiana,Greencastle,39.640397,-86.861622,0,1,Bombing/Explosion,Military,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,5-1-1970
203,Connecticut,New Haven,41.316324,-72.92234300000001,0,1,Bombing/Explosion,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,2.0,2.0,0.0,,-9,-9,Republican,Democrat,5-1-1970
204,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,10.0,10.0,0.0,,1,0,Republican,Republican,5-1-1970
205,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,1.0,1.0,0.0,,1,0,Republican,Republican,5-1-1970
206,Illinois,Champaign,40.1142,-88.243499,0,1,Facility/Infrastructure Attack,Business,United States,Revolutionary Force 26,-99.0,-99.0,1.0,Other,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,5-1-1970
207,Illinois,Champaign,40.1142,-88.243499,0,1,Facility/Infrastructure Attack,Business,United States,Revolutionary Force 26,-99.0,-99.0,1.0,Other,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,5-1-1970
208,Maryland,Jennings,39.645039000000004,-79.183128,0,1,Facility/Infrastructure Attack,Government (General),United States,Strikers,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,5-4-1970
209,North Carolina,Chapel Hill,35.904912,-79.046913,0,1,Bombing/Explosion,Military,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,5-4-1970
210,Oklahoma,Norman,35.22076,-97.44659899999999,1,1,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,5-4-1970
